,artist,song_name,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,release_year,tracks_popularity
139,Playboi Carti,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm,0.657,0.668,2,-6.208,1,0.136,0.0273,0.0,0.32,0.227,162.997,206333,4,2018,79
140,The Weeknd,Stargirl Interlude,4EDijkJdHBZZ0GwJ12iTAj,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771,111640,4,2016,82
141,Brent Faiyaz,Poison,5NijSs5dAwaIybq1GaRTIe,0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,212992,3,2016,78
142,$uicideboy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell,6QFQqqYye5lAcnhCALvxKJ,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000546,0.115,0.0663,125.98,167680,4,2015,77
143,Morgan Wallen,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,208280,4,2018,75
144,Ariana Grande,Santa Baby,6YJdPrH3i2POzu7hdHIRrb,0.748,0.778,0,-5.752,1,0.137,0.0501,0.0,0.284,0.777,95.989,170933,4,2013,80
145,Frank Ocean,Chanel,6Nle9hKrkL1wQpwNfEkxjh,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,4,2017,79
146,Taylor Swift,Getaway Car,0VE4kBnHJUgtMf0dy6DRmW,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627,4,2017,81
147,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4,2016,78
148,Morgan Wallen,Spin You Around,1yj1ZztSGITJ5Nf4mfH92c,0.517,0.877,4,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,212850,4,2015,75
149,Joji,worldstar money (interlude),0baNzeUcPQnQSagpe8T0mD,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,126312,1,2018,80
150,Ricky Montgomery,Mr Loverman,2IVsRhKrx8hlQBOWy4qebo,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,216880,3,2016,80
151,Tame Impala,Eventually,5M4yti0QxgqJieUYaEXcpw,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591,4,2015,79
152,Beach Bunny,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4,2018,81
153,Kanye West,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4,2018,78
154,ScHoolboy Q,Collard Greens,0zO8ctW0UiuOefR87OeJOZ,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960,4,2014,78
155,Frank Ocean,White Ferrari,2LMkwUfqC6S6s6qDVlEuzV,0.501,0.0958,0,-15.605,1,0.0433,0.77,0.0,0.298,0.204,108.741,248808,4,2016,79
156,Playboi Carti,R.I.P.,3L0IKstjUgDFVQAbQIRZRv,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,192027,4,2018,78
157,Milky Chance,Stolen Dance,6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4,2014,75
158,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4,2018,76
159,Thundercat,Them Changes,7CH99b2i1TXS5P8UUyWtnM,0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,188454,4,2017,79
160,Lil Uzi Vert,Erase Your Social,4uhvMW7ly7tJil31YYscAN,0.705,0.609,3,-5.728,1,0.0729,0.694,0.0,0.234,0.718,140.058,199993,4,2016,76
161,Declan McKenna,Brazil,4sNG6zQBmtq7M8aeeKJRMQ,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,252307,4,2017,81
162,Jon Pardi,Night Shift,0bPnT6i9H1p8Vd85GS6Z7I,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,172253,4,2016,75
163,Khalid,Location,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,2017,79
164,Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4,2014,87
165,Fitz and The Tantrums,Out of My League,2AYEOC02WLhUiOoaig2SEH,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4,2013,74
166,Daniel Caesar,Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4,2017,81
167,Justine Skye,Collide (feat. Tyga),22I3h5AOENlH4CqXJsEbFR,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,260170,4,2014,84
168,Katy Perry,Cozy Little Christmas,02FaKXXL7KUtRc7K0k54tL,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,182521,4,2018,80
169,Big Sean,Beware,6bxUnsSGZCmoHHU5auwtps,0.7,0.554,1,-5.909,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127,235187,4,2013,74
170,Russ,Losin Control,4cxMGhkinTocPSVVKWIw0d,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4,2017,77
171,XXXTENTACION,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,87561,4,2017,78
172,Mitski,First Love/Late Spring,3sslYZcFKtUvIEWN9lADgr,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,278640,4,2014,79
173,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4,2018,84
174,Kali Uchis,Dead To Me,6LOZws7T3jqZz78unPgFF9,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,199506,4,2018,78
175,Louis Armstrong,Cool Yule,2QWKbE6GpWhRtlbRwcP7g8,0.566,0.468,7,-9.575,1,0.116,0.677,2.49e-05,0.259,0.718,149.328,176800,4,2016,74
176,Bryson Tiller,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,0.543,0.449,1,-8.065,1,0.0463,0.345,0.0,0.157,0.29,132.609,249320,4,2015,77
177,Nitty Gritty Dirt Band,Fishing In The Dark,3i5QyEUyXa9Y7lIklr5sWk,0.765,0.494,2,-7.348,1,0.0377,0.31,0.0,0.0836,0.91,77.724,201987,4,2017,73
178,Jon Pardi,Head Over Boots,4ly1QBXEwYoDmje9rmEgC4,0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008,202347,4,2016,75
179,Kay Starr,(Everybody's Waitin' For) The Man With The Bag,7azp0ySqPkkXHi9M9aeg3T,0.672,0.355,7,-7.645,1,0.06,0.493,3.97e-05,0.156,0.79,141.487,162333,4,2016,74
180,Leona Lewis,One More Sleep,78pn8k7RogKo2oxl0DyX6d,0.638,0.813,11,-3.849,1,0.0362,0.464,0.0,0.344,0.754,112.986,239587,4,2013,81
181,The Living Tombstone,My Ordinary Life,6tMdpUXfT70TD6Eh3XfB1p,0.648,0.827,9,-4.78,0,0.042,0.00533,0.338,0.217,0.598,176.005,230895,4,2017,82
182,Lana Del Rey,West Coast,5Y6nVaayzitvsD5F7nr3DV,0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760,4,2014,83
183,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4,2018,86
184,Summer Walker,Deep,3LfHBTYZBTqmz43tvVXJBd,0.646,0.335,3,-9.915,0,0.247,0.626,1.3e-05,0.107,0.419,167.927,92093,4,2018,79
185,salvia palth,i was all over her,7svpAkwc6xaSxlbZ7V7JiS,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,161463,4,2013,79
186,Juice WRLD,Hurt Me,3XRQT7EoS4U87rUuJwg5P3,0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906,122285,4,2018,76
187,Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,179613,4,2016,79
188,Tyler Childers,Nose On The Grindstone (OurVinyl Sessions),4a2uqVlpRChHj32EjJLu7G,0.488,0.284,10,-11.039,1,0.0551,0.735,0.0,0.319,0.398,149.952,204000,3,2017,74
189,Drake,Feel No Ways,3cjF2OFRmip8spwZYQRKxP,0.582,0.677,7,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.818,240653,4,2016,76
190,Cody Johnson,Me and My Kind,4rW9EUFaMSNVY8JhbqrB6z,0.588,0.807,2,-3.426,1,0.0283,0.0835,0.0,0.109,0.674,110.014,156200,4,2014,74
191,Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4,2018,79
192,Phoebe Bridgers,Motion Sickness,5xo8RrjJ9CVNrtRg2S3B1R,0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,229760,4,2017,78
193,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4,2018,79
194,SZA,Normal Girl,5fQBa4wkmq28xpSLOQ202K,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,253587,4,2017,78
195,J. Cole,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,200310,4,2018,76
196,Still Woozy,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,2017,77
197,Cage The Elephant,Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,229347,4,2013,75
198,Ski Mask The Slump God,Unbothered,5hwUsRKvnO5yThjVrxHQVt,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,138427,4,2018,76
199,Cavetown,Devil Town,0vf2eBw2inhl8y61cYQMv2,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,179955,4,2015,79
200,Young Money,Trophies,6HfOzLLjsaXsehIFEsrxTk,0.746,0.687,1,-7.475,1,0.382,0.155,0.0,0.137,0.283,143.931,188320,4,2014,76
201,Polo G,Neva Cared,3UnYMo1aeD0o8VtHy3R8cs,0.822,0.35,1,-12.207,0,0.574,0.0213,0.0,0.0757,0.346,77.528,186000,4,2018,76
202,Jessie J,Man With The Bag,2Ysi49tRdVH74d1Cnc4o94,0.626,0.676,7,-3.178,1,0.0739,0.608,0.0,0.493,0.684,140.677,163560,4,2018,78
203,Summer Walker,Karma,2Fyjjpg03fn7n5cj0Qm380,0.593,0.294,1,-10.072,0,0.0499,0.345,2.03e-05,0.287,0.152,113.847,188907,4,2018,78
204,Pentatonix,"Mary, Did You Know?",4z8sz6E4YyFuEkv5o7IJni,0.497,0.312,11,-9.088,0,0.0269,0.302,0.0,0.0968,0.177,105.036,203373,4,2015,75
205,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4,2018,80
206,Jon Pardi,Heartache On The Dance Floor,0w3Q14i073jLoew1hgJkwD,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,205200,4,2016,74
207,Big Sean,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,284387,4,2015,76
208,Lil Baby,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4,2018,75
209,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,2018,81
210,Freddie Dredd,GTG,46M2hXnaQpueG7vSvgVtVH,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955,93894,4,2018,79
211,Kodak Black,Transportin',1WIZiOuNO3woKfdlSK2gNn,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,169345,4,2017,75
212,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4,2018,83
213,Cigarettes After Sex,Sweet,3VSYkAf6f46i5ZkXOHORq1,0.448,0.511,6,-9.084,1,0.0274,0.362,0.823,0.129,0.112,96.321,291640,4,2017,76
214,Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,205800,4,2018,77
215,Big Sean,I Know,6rje9f1wRFJDO2iTORw0lH,0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935,319973,4,2015,75
216,Gunna,Drip or Drown,6ZthdsKjWtiCxnxbhs74vF,0.952,0.478,5,-8.52,0,0.361,0.774,0.0,0.112,0.568,118.008,126168,4,2017,76
217,Billie Eilish,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,203569,3,2017,81
218,Colter Wall,Sleeping on the Blacktop,3Ozx6IrGdoQyAworJzvBDE,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,192480,4,2015,74
219,Arctic Monkeys,R U Mine?,2AT8iROs4FQueDv2c8q2KE,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,201726,4,2013,84
220,Adele,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,285935,4,2015,77
221,Paloma Faith,Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,232893,4,2014,86
222,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,2017,82
223,XXXTENTACION,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,0.493,128.063,101851,4,2017,77
224,Rihanna,Woo,3HQcsqRjRdruUjkbDSgmVF,0.42,0.466,9,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,235587,4,2016,79
225,Mitski,Francis Forever,5411TEB6tlzvuF5A4oyldr,0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.986,149680,4,2014,78
226,Mac Miller,Congratulations (feat. Bilal),1OubIZ0ARYCUq5kceYUQiO,0.465,0.225,4,-12.637,0,0.0455,0.948,0.00155,0.18,0.207,57.75,256427,4,2016,77
227,Daniel Caesar,Japanese Denim,1boXOL0ua7N2iCOUVI1p9F,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,270847,3,2016,78
228,Metro Boomin,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,166093,4,2018,77
229,Playboi Carti,Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077,211773,4,2018,76
230,Juice WRLD,Black & White,1fCeXjoRExPP2qwSBh2aST,0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,186945,4,2018,76
231,The Paper Kites,Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,210080,4,2013,77
232,03 Greedo,Substance,0MoQI1EZGSHLhd5UBdxPol,0.599,0.32,3,-13.716,0,0.0787,0.26,0.0,0.106,0.197,70.998,219834,4,2018,78
233,Alec Benjamin,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,4,2018,79
234,Brett Eldredge,"Baby, It's Cold Outside (feat. Meghan Trainor)",5Q2P43CJra0uRAogjHyJDK,0.583,0.572,1,-4.776,1,0.0366,0.738,0.0,0.266,0.684,113.998,173560,4,2016,80
235,Bring Me The Horizon,Can You Feel My Heart,0WSa1sucoNRcEeULlZVQXj,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,228147,5,2013,81
236,Tee Grizzley,First Day Out,3muBQDekYAg7jm6hDu6R0Z,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,254694,4,2017,73
237,Morgan Wallen,Talkin' Tennessee,7szRiHu6r91o2Po9GTPN4c,0.702,0.711,6,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,221880,4,2018,73
238,Ricky Montgomery,Line Without a Hook,5NvOZCjZaGGGL597exlQWv,0.432,0.652,8,-4.969,1,0.0285,0.262,0.0,0.258,0.507,190.028,249587,3,2016,82
239,Lil Peep,Save That Shit,64PgpLHuQK3UJ5qZ875Vei,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,106.0,231547,4,2017,79
240,The Lumineers,Cleopatra,2ToW7zhGCrVrLU4fiKj9U1,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,201413,4,2016,73
241,Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,232852,4,2017,81
242,Chris Stapleton,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4,2017,75
243,J. Cole,Neighbors,0utlOiJy2weVl9WTkcEWHy,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,216520,4,2016,75
244,21 Savage,No Heart,4gmmRb6bZJffOOiww1JGTO,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4,2016,75
245,Tom Rosenthal,Lights Are On,4IhTXiZLKATmwhMZIb1GQN,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,193749,4,2018,82
246,Dominic Fike,Babydoll,7yNf9YjeO5JXUE3JEBgnYc,0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4,2018,77
247,Lil Peep,beamer boy,16dlDlLW9Uv8lmIUvAXAjG,0.743,0.731,8,-4.511,1,0.103,0.0492,1.9e-05,0.226,0.337,123.989,203373,4,2017,77
248,Rae Sremmurd,Come Get Her,1Ser4X0TKttOvo8bgdytTP,0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,212947,4,2015,75
249,Tay-K,I <3 My Choppa,0Dk9lP1YnOqssHH0oCeq9u,0.732,0.47,0,-7.601,0,0.244,0.000279,0.0,0.119,0.411,159.936,105000,4,2017,74
250,Sufjan Stevens,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,279316,4,2015,81
251,Maroon 5,Sugar,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4,2014,83
252,Post Malone,Feeling Whitney,35r28RDot7nPE7y9K9H7l0,0.412,0.227,0,-12.696,1,0.0359,0.787,4.69e-06,0.282,0.226,80.111,257267,4,2016,76
253,SZA,Supermodel,5wTVNpi5WDByxBgKgUE6MU,0.613,0.442,6,-8.874,1,0.288,0.651,0.0,0.26,0.252,119.737,181120,5,2017,75
254,Drake,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4,2017,77
255,MC L da Vinte,Parado no Bailão,3Hb9kUdm4yf839Fle4RIdT,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,171692,5,2018,85
256,Jon Pardi,Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,0.683,0.796,11,-4.179,1,0.0285,0.111,0.0,0.197,0.531,90.031,201893,4,2016,74
257,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4,2018,76
258,Mac DeMarco,Watching Him Fade Away,2QzKAF0y1BQhxwg8N05Uog,0.74,0.072,3,-17.984,1,0.0713,0.981,0.00698,0.111,0.297,139.081,143080,4,2017,77
259,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,223840,4,2013,77
260,SZA,Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,231400,4,2017,75
261,Khalid,8TEEN,5bgwqaRSS3M8WHWruHgSL5,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4,2017,77
262,Tay-K,M.... She Wrote,1WRzux3cJRM9xRNN99QKgR,0.777,0.707,9,-4.85,0,0.286,0.28,0.0,0.0749,0.614,159.662,112000,4,2017,74
263,Kodak Black,Roll in Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4,2017,75
264,Mitski,Nobody,2P5yIMu2DNeMXTyOANKS6k,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296,193429,4,2018,78
265,Tee Grizzley,From The D To The A (feat. Lil Yachty),2NyrXRn4tancYPW6JwtTl2,0.851,0.625,10,-5.417,0,0.303,0.195,0.0,0.266,0.668,99.061,158684,4,2017,73
266,Playboi Carti,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,235535,4,2017,75
267,Hozier,Like Real People Do,57V4uc2b2diZ4RPHXWecb9,0.539,0.179,7,-14.33,1,0.0309,0.921,0.393,0.106,0.145,140.01,198027,3,2014,73
268,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,0.372,0.478,7,-9.835,0,0.0503,0.482,0.0,0.0844,0.254,101.102,348853,4,2015,78
269,Mitski,Me and My Husband,3pANfZVFdtuVnJsE6xa5Ox,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,137142,4,2018,78
270,Tyler Childers,Whitehouse Road,0fbR95FEaJUxiQYaqZZukv,0.607,0.739,0,-5.503,1,0.0274,0.114,0.000234,0.192,0.875,84.467,280787,4,2017,72
271,Ariana Grande,Last Christmas,5xDrO9DEDJGUQGfyoHvgDJ,0.504,0.8,2,-2.763,1,0.0391,0.125,0.0,0.109,0.789,205.945,203653,4,2013,80
272,Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),1MJErNPIQUoEMu4YUUmecm,0.859,0.563,1,-6.635,0,0.112,0.0541,0.0,0.0685,0.412,119.934,258789,4,2017,74
273,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4,2018,78
274,Xavier Wulf,Psycho Pass,3kZAm2TC74lBJFPDoV40Qc,0.973,0.446,3,-9.355,0,0.0612,0.0303,1.75e-05,0.121,0.265,115.039,135340,4,2014,74
275,Her's,What Once Was,1XrSjpNe49IiygZfzb74pk,0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,255067,3,2017,77
276,Tyler Childers,Follow You To Virgie (OurVinyl Sessions),4Oz6xl8qhJTdjYZeT98V4m,0.566,0.325,10,-8.819,1,0.0439,0.732,0.0,0.317,0.511,78.822,202000,4,2017,73
277,WILLIS,I Think I Like When It Rains,5S5u0EWtlblH00iTNExZ6X,0.622,0.471,9,-7.105,1,0.0277,0.0448,0.0,0.0957,0.278,124.455,278293,4,2017,76
278,Key Glock,Russian Cream,03ThZweiBWFP8tOGsk6QMO,0.867,0.774,11,-5.791,0,0.315,0.11,0.0,0.157,0.549,130.007,142498,4,2018,72
279,BONES,HDMI,7I4ibsZgwuf46g0xHuTC8s,0.713,0.29,7,-16.365,1,0.0647,0.686,0.807,0.318,0.121,124.941,139440,4,2014,79
280,Kanye West,All Mine,3U21A07gAloCc4P7J8rxcn,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,145507,4,2018,76
281,Frank Ocean,Self Control,5GUYJTQap5F3RDQiCOJhrS,0.581,0.21,8,-10.426,1,0.0321,0.768,0.0,0.369,0.452,80.099,249668,4,2016,76
282,Drake,Jungle,7JXZq0JgG2zTrSOAgY8VMC,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,320400,4,2015,75
283,NF,Lie,07FkzikE6FuHIa8Ma7zJGc,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,4,2017,77
284,Pastel Ghost,Dark Beach,5QmdK8QFbY8TLVKPuJzexD,0.534,0.919,7,-7.318,1,0.0355,0.284,0.591,0.092,0.153,130.03,222000,4,2015,78
285,Chord Overstreet,Hold On,5vjLSffimiIP26QG5WcN2K,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,198853,4,2017,83
286,Kodaline,All I Want,0NlGoUyOJSuSHmngoibVAs,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,3,2013,82
287,$uicideboy$,Carrollton,2XSrt1dcuOXPgl3B4bxmBz,0.848,0.52,5,-10.663,0,0.501,0.00225,0.000799,0.679,0.304,149.996,203897,4,2018,74
